x	hx	logProbx	[]	[-sonorant,-ant]	[+sg]	[-nas,+lab]	[-sonorant,+ant]	[-cons,+cor]	[+sonorant,-cont]	[+cons,+dor]	[-high,-low]	[-sg,-ant]	[+cont,+voice,+cor]	[-voice,+ant,-secart]	[-syll,-nas][+cons]	[-syll][+wb]	[-low][+wb]	[+syll][+back]	[+wb][+syll]	[+syll,-low][+syll,-back]	[-syll,+sonorant][+cons,+sonorant]	[-syll][-voice]	[+cons,+sonorant,+dor][+sonorant]	[-nas][-delrel,+voice,-sg]	[-wb][+delrel,+lab]	[+wb][-syll,+sonorant]	[+cons,+lab][+low]	[+wb][+voice,-sg]	[+sonorant,-sg,+ant][+low]	[+high][][-high,-low]	[-high,-low][][+high]	[+low][][-high,-low]	[+wb][-nas,+dor][-back]	[-cont,+cor][-nas,+dor]	[-high,-back][][-high,-low,+back]	[-syll][+delrel,-sg]	[-delrel,+cor][][+wb]	[-ant][][+wb]	[-nas,+lab][][+wb]	[+delrel,+voice,+cor][][-sonorant]	violated_constraints
pf o zv o ch a	-7.851	-16.828	8	2	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-high,-low], [+cont,+voice,+cor], [-ant][][+wb], 
v u ts a dh a	-7.029	-16.005	8	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [-voice,+ant,-secart], [+wb][+voice,-sg], [-delrel,+cor][][+wb], 
w o sh a N a	-6.631	-15.608	8	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [-nas,+lab], [+sonorant,-cont], [+cons,+dor], [-high,-low], [+cons,+sonorant,+dor][+sonorant], [+wb][-syll,+sonorant], 
dh o ts a sh a	-7.9	-16.877	8	1	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-sonorant,+ant], [-high,-low], [-voice,+ant,-secart], [-ant][][+wb], 
b a dz e g a	-9.068	-18.045	8	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	[], [-nas,+lab], [-sonorant,+ant], [+cons,+dor], [-high,-low], [-nas][-delrel,+voice,-sg], [+cons,+lab][+low], [+wb][+voice,-sg], [+low][][-high,-low], [+delrel,+voice,+cor][][-sonorant], 
r e b e w a	-8.782	-17.759	8	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-nas,+lab], [-high,-low], [+syll][+back], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], [-nas,+lab][][+wb], 
tsv i ty e dy a	-16.893	-25.869	8	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	[], [-sonorant,-ant], [-high,-low], [-sg,-ant], [-nas][-delrel,+voice,-sg], [+high][][-high,-low], [-delrel,+cor][][+wb], [-ant][][+wb], 
f o sh a dh a	-6.409	-15.385	8	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-sonorant,+ant], [-high,-low], [-delrel,+cor][][+wb], 
n a dz a p a	-7.13	-16.106	8	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	[], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [+wb][-syll,+sonorant], [+cons,+lab][+low], [+sonorant,-sg,+ant][+low], [-nas,+lab][][+wb], [+delrel,+voice,+cor][][-sonorant], 
N i r i s a	-6.066	-15.043	8	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,+ant], [+sonorant,-cont], [+cons,+dor], [-voice,+ant,-secart], [+cons,+sonorant,+dor][+sonorant], [+wb][-syll,+sonorant], 
h u z a tsv a	-8.091	-17.068	8	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-sonorant,+ant], [+cont,+voice,+cor], [-ant][][+wb], 
bv o r u t a	-4.682	-13.659	8	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [-high,-low], [+wb][+voice,-sg], [-high,-low][][+high], [-delrel,+cor][][+wb], 
sv o zh o bh a	-11.173	-20.15	8	2	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-high,-low], [+cont,+voice,+cor], [+cons,+lab][+low], [-nas,+lab][][+wb], 
dh o ch i b a	-10.524	-19.5	8	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-sonorant,+ant], [-high,-low], [-nas][-delrel,+voice,-sg], [+cons,+lab][+low], [-high,-low][][+high], [-nas,+lab][][+wb], 
y u z o zv a	-17.369	-26.346	8	1	0	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-cons,+cor], [-high,-low], [+cont,+voice,+cor], [+wb][-syll,+sonorant], [+high][][-high,-low], [-ant][][+wb], 
dy u sh u sv a	-8.574	-17.55	8	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-sg,-ant], [+wb][+voice,-sg], [-ant][][+wb], 
n e vh i zv a	-11.533	-20.509	8	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [+sonorant,-cont], [-high,-low], [+cont,+voice,+cor], [+wb][-syll,+sonorant], [-high,-low][][+high], [-ant][][+wb], 
d o z a z a	-4.815	-13.791	8	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,+ant], [-high,-low], [+cont,+voice,+cor], [+wb][+voice,-sg], 
ch e g e N a	-6.32	-15.297	8	1	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sonorant,-cont], [+cons,+dor], [-high,-low], [+cons,+sonorant,+dor][+sonorant], [-nas][-delrel,+voice,-sg], 
tsv a s e k a	-7.75	-16.727	8	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [+cons,+dor], [-high,-low], [-voice,+ant,-secart], [+low][][-high,-low], 
dh i n a b a	-8.291	-17.268	8	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [-nas][-delrel,+voice,-sg], [+cons,+lab][+low], [+sonorant,-sg,+ant][+low], [-nas,+lab][][+wb], 
r a h e r a	-7.931	-16.907	8	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	[], [+sg], [-high,-low], [+wb][-syll,+sonorant], [+low][][-high,-low], 
p u w o r a	-10.084	-19.061	8	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [-high,-low], [+syll][+back], [+high][][-high,-low], 
zh o m o pf a	-8.553	-17.529	8	1	0	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [+sonorant,-cont], [-high,-low], [+cont,+voice,+cor], [-wb][+delrel,+lab], [+cons,+lab][+low], [-nas,+lab][][+wb], 
n i ts o k a	-8.366	-17.342	8	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,+ant], [+sonorant,-cont], [+cons,+dor], [-high,-low], [-voice,+ant,-secart], [+wb][-syll,+sonorant], [+high][][-high,-low], 
nh a w e f a	-15.107	-24.084	8	0	1	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	[], [+sg], [-nas,+lab], [+sonorant,-cont], [-high,-low], [+syll][+back], [+wb][-syll,+sonorant], [+cons,+lab][+low], [+low][][-high,-low], [-nas,+lab][][+wb], 
zv u t e r a	-9.278	-18.255	8	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-high,-low], [+cont,+voice,+cor], [+high][][-high,-low], 
s e zh u pf a	-12.053	-21.03	8	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [-sonorant,+ant], [-high,-low], [+cont,+voice,+cor], [-voice,+ant,-secart], [-wb][+delrel,+lab], [+cons,+lab][+low], [-high,-low][][+high], [-nas,+lab][][+wb], 
pf e h o vh a	-22.367	-31.343	8	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	[], [+sg], [-nas,+lab], [-high,-low], [+cons,+lab][+low], [-high,-back][][-high,-low,+back], [-nas,+lab][][+wb], 
bh e p e sh a	-7.107	-16.083	8	1	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-high,-low], [-ant][][+wb], 
dh o pf a bv a	-10.35	-19.327	8	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [-high,-low], [-wb][+delrel,+lab], [+cons,+lab][+low], [-nas,+lab][][+wb], 
k u z u dh a	-6.128	-15.105	8	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	[], [+sg], [-sonorant,+ant], [+cons,+dor], [+cont,+voice,+cor], [-delrel,+cor][][+wb], 
N e bh o vh a	-26.721	-35.697	8	0	2	2	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	[], [+sg], [-nas,+lab], [+sonorant,-cont], [+cons,+dor], [-high,-low], [+cons,+sonorant,+dor][+sonorant], [+wb][-syll,+sonorant], [+cons,+lab][+low], [-high,-back][][-high,-low,+back], [-nas,+lab][][+wb], 
vh i ny a ch a	-7.282	-16.258	8	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [+sonorant,-cont], [-sg,-ant], [-ant][][+wb], 
zv a bh a ts a	-9.288	-18.265	8	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-sonorant,+ant], [+cont,+voice,+cor], [-voice,+ant,-secart], [+cons,+lab][+low], 
r a ty o m a	-8.786	-17.763	8	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sonorant,-cont], [-high,-low], [-sg,-ant], [+wb][-syll,+sonorant], [+cons,+lab][+low], [+low][][-high,-low], 
nh u b e pf a	-15.603	-24.58	8	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	[], [+sg], [-nas,+lab], [+sonorant,-cont], [-high,-low], [-nas][-delrel,+voice,-sg], [-wb][+delrel,+lab], [+wb][-syll,+sonorant], [+cons,+lab][+low], [+high][][-high,-low], [-nas,+lab][][+wb], 
pf e mh u v a	-7.925	-16.902	8	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	[], [+sg], [-nas,+lab], [+sonorant,-cont], [-high,-low], [+cons,+lab][+low], [-high,-low][][+high], [-nas,+lab][][+wb], 
k o dh i r a	-4.452	-13.429	8	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	[], [+sg], [-sonorant,+ant], [+cons,+dor], [-high,-low], [-high,-low][][+high], 
mh u ty a dzv a	-9.738	-18.715	8	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [+sonorant,-cont], [-sg,-ant], [+wb][-syll,+sonorant], [-ant][][+wb], 
f u k o tsv a	-9.541	-18.518	8	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [+cons,+dor], [-high,-low], [+high][][-high,-low], [-ant][][+wb], 
ts e ty e zh a	-9.837	-18.813	8	2	0	0	1	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-high,-low], [-sg,-ant], [+cont,+voice,+cor], [-voice,+ant,-secart], [-ant][][+wb], 
bv u z o bv a	-13.424	-22.401	8	0	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	[], [-nas,+lab], [-sonorant,+ant], [-high,-low], [+cont,+voice,+cor], [-wb][+delrel,+lab], [+cons,+lab][+low], [+wb][+voice,-sg], [+high][][-high,-low], [-nas,+lab][][+wb], 
ts u v i zv a	-7.694	-16.671	8	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-sonorant,+ant], [+cont,+voice,+cor], [-voice,+ant,-secart], [-ant][][+wb], 
r u ts o ty a	-14.235	-23.212	8	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-high,-low], [-sg,-ant], [-voice,+ant,-secart], [+wb][-syll,+sonorant], [+high][][-high,-low], [-delrel,+cor][][+wb], [-ant][][+wb], 
tsv u ty a dzv a	-7.846	-16.822	8	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-sg,-ant], [-ant][][+wb], 
dy i N a t a	-8.051	-17.028	8	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [+sonorant,-cont], [+cons,+dor], [-sg,-ant], [+cons,+sonorant,+dor][+sonorant], [+wb][+voice,-sg], [-delrel,+cor][][+wb], 
h a dy a r a	-6.262	-15.239	8	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [-sg,-ant], [-nas][-delrel,+voice,-sg], 
b a f o dzv a	-10.358	-19.335	8	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-high,-low], [+cons,+lab][+low], [+wb][+voice,-sg], [+low][][-high,-low], [-ant][][+wb], 
b a nh i ty a	-10.451	-19.428	8	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [+sonorant,-cont], [-sg,-ant], [+cons,+lab][+low], [+wb][+voice,-sg], [-delrel,+cor][][+wb], [-ant][][+wb], 
dy a p a y a	-7.755	-16.732	8	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [-nas,+lab], [-cons,+cor], [-sg,-ant], [+cons,+lab][+low], [+wb][+voice,-sg], 
dy o y o dh a	-10.652	-19.629	8	1	1	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	[], [-sonorant,-ant], [+sg], [-sonorant,+ant], [-cons,+cor], [-high,-low], [-sg,-ant], [+wb][+voice,-sg], [-delrel,+cor][][+wb], 
r e k u ch a	-6.603	-15.58	8	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+cons,+dor], [-high,-low], [+wb][-syll,+sonorant], [-high,-low][][+high], [-ant][][+wb], 
sh u g o dzv a	-12.095	-21.072	8	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+cons,+dor], [-high,-low], [-nas][-delrel,+voice,-sg], [+high][][-high,-low], [-ant][][+wb], 
vh i sv i bh a	-10.33	-19.307	8	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [+cons,+lab][+low], [-nas,+lab][][+wb], 
k e bv u dz a	-6.126	-15.102	8	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [+cons,+dor], [-high,-low], [-wb][+delrel,+lab], [-high,-low][][+high], [+wb][-nas,+dor][-back], 
sv a f i b a	-6.528	-15.505	8	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [-nas][-delrel,+voice,-sg], [+cons,+lab][+low], [-nas,+lab][][+wb], 
z i d i p a	-6.342	-15.318	8	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-nas,+lab], [-sonorant,+ant], [+cont,+voice,+cor], [-nas][-delrel,+voice,-sg], [+cons,+lab][+low], [-nas,+lab][][+wb], 
mh a pf u dy a	-13.777	-22.753	8	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [+sonorant,-cont], [-sg,-ant], [-nas][-delrel,+voice,-sg], [-wb][+delrel,+lab], [+wb][-syll,+sonorant], [+cons,+lab][+low], [-delrel,+cor][][+wb], [-ant][][+wb], 
t u sv a y a	-5.009	-13.986	8	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-cons,+cor], 
z o zv a f a	-8.829	-17.805	8	1	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [-sonorant,+ant], [-high,-low], [+cont,+voice,+cor], [+cons,+lab][+low], [-nas,+lab][][+wb], 
bh i y e zh a	-17.208	-26.184	8	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-cons,+cor], [-high,-low], [+cont,+voice,+cor], [+high][][-high,-low], [-ant][][+wb], 
tsv u m e s a	-8.994	-17.971	8	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [-voice,+ant,-secart], [+high][][-high,-low], 
sh u v e y a	-10.933	-19.909	8	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [-nas,+lab], [-cons,+cor], [-high,-low], [+high][][-high,-low], 
dzv u bh i sv a	-9.779	-18.756	8	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-ant][][+wb], [+delrel,+voice,+cor][][-sonorant], 
N a g i k a	-5.594	-14.57	8	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sonorant,-cont], [+cons,+dor], [+cons,+sonorant,+dor][+sonorant], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], 
ty e k u pf a	-9.12	-18.096	8	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [+cons,+dor], [-high,-low], [-sg,-ant], [-wb][+delrel,+lab], [+cons,+lab][+low], [-high,-low][][+high], [-nas,+lab][][+wb], 
dz a dzv o ny a	-10.8	-19.776	8	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	[], [-sonorant,-ant], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [-sg,-ant], [+wb][+voice,-sg], [+low][][-high,-low], [-ant][][+wb], [+delrel,+voice,+cor][][-sonorant], 
zh e ty i dz a	-8.155	-17.132	8	2	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-high,-low], [-sg,-ant], [+cont,+voice,+cor], [-high,-low][][+high], 
v u mh a s a	-6.293	-15.27	8	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [-voice,+ant,-secart], [+cons,+lab][+low], [+wb][+voice,-sg], 
dz a r o p a	-8.1	-17.077	8	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	[], [-nas,+lab], [-sonorant,+ant], [-high,-low], [+cons,+lab][+low], [+wb][+voice,-sg], [+low][][-high,-low], [-nas,+lab][][+wb], 
v a mh e sh a	-12.422	-21.398	8	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [+sonorant,-cont], [-high,-low], [+cons,+lab][+low], [+wb][+voice,-sg], [+low][][-high,-low], [-ant][][+wb], 
mh a dh e ts a	-13.084	-22.06	8	0	2	0	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	[], [+sg], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [-voice,+ant,-secart], [+wb][-syll,+sonorant], [+cons,+lab][+low], [+low][][-high,-low], 
dy e zv o pf a	-25.491	-34.468	8	2	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [-high,-low], [-sg,-ant], [+cont,+voice,+cor], [-wb][+delrel,+lab], [+cons,+lab][+low], [+wb][+voice,-sg], [-high,-back][][-high,-low,+back], [-nas,+lab][][+wb], 
k i ty u dz a	-4.612	-13.589	8	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [+cons,+dor], [-sg,-ant], [+wb][-nas,+dor][-back], 
N u pf e ch a	-15.567	-24.543	8	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [+sonorant,-cont], [+cons,+dor], [-high,-low], [+cons,+sonorant,+dor][+sonorant], [-wb][+delrel,+lab], [+wb][-syll,+sonorant], [+high][][-high,-low], [-ant][][+wb], 
j u pf o mh a	-14.263	-23.24	8	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	[], [-sonorant,-ant], [+sg], [-nas,+lab], [+sonorant,-cont], [-high,-low], [-wb][+delrel,+lab], [+cons,+lab][+low], [+high][][-high,-low], [+delrel,+voice,+cor][][-sonorant], 
